cofids_food_code,name,description,protein,fat,carbohydrate,kcal
15-281,"Rissoles, rice, fried in sunflower oil",Recipe from dietary survey records. Brown rice,0.056,0.088,0.308,2.16
15-282,"Rissoles, rice, fried in vegetable oil",Recipe from dietary survey records. Brown rice,0.056,0.088,0.308,2.16
15-286,"Salad, bean, retail",Assorted beans in French dressing. Recipe from manufacturer,0.042,0.093,0.128,1.47
15-288,"Salad, carrot and nut with French dressing, retail",Recipe from manufacturer,0.021,0.176,0.137,2.18
15-289,"Salad, carrot and nut with mayonnaise, retail",Recipe from manufacturer,0.04,0.248,0.104,2.78
15-290,"Salad, Florida, retail","White cabbage, celery and fruit. Recipe from manufacturer",0.009,0.205,0.097,2.24
15-294,"Salad, pasta, wholemeal","Pasta, vegetables and mayonnaise. Recipe from dietary survey records",0.031,0.075,0.138,1.31
15-297,"Salad, potato, with mayonnaise, retail",Recipe from manufacturers,0.015,0.265,0.114,2.87
15-208,"Nut croquettes, fried in sunflower oil",Recipe from review of recipe collection,0.093,0.262,0.216,3.51
15-304,"Salad, Waldorf, retail",Recipe from manufacturer,0.021,0.396,0.086,3.97
15-264,"Ratatouille, retail","9 frozen samples, 3 brands; shallow fried then simmered for 35-40 minutes",0.012,0.066,0.037,0.78
15-317,"Tagliatelle, with vegetables, retail",Recipe from manufacturer,0.016,0.03,0.11,0.74
15-321,"Tomatoes, stuffed with rice",Greek dish. Recipe from a personal collection,0.021,0.134,0.222,2.12
15-323,Vegebanger mix,"8 samples, 2 brands; assorted flavours",0.369,0.153,0.288,3.93
15-324,"Vegebanger mix, made up with water",Calculated from 15-323 made up with water according to packet directions,0.139,0.058,0.109,1.48
15-325,"Vegebanger mix, made up with water, fried in sunflower oil",Calculated from 15-324 using 15% weight loss and measured fat uptake,0.151,0.156,0.118,2.44
15-326,"Vegebanger mix, made up with water, fried in vegetable oil",Calculated from 15-324 using 15% weight loss and measured fat uptake,0.151,0.156,0.118,2.44
15-327,"Vegebanger mix, made up with water and egg",Calculated from 15-323 made up with water and egg according to packet directions,0.167,0.079,0.113,1.8
15-328,"Vegebanger mix, made up with water and egg, fried in sunflower oil",Calculated from 15-327 using 15% weight loss and measured fat uptake,0.181,0.182,0.122,2.81
15-298,"Salad, potato, with reduced calorie dressing, retail",Recipe from manufacturer,0.013,0.041,0.148,0.97
15-227,"Pakora/bhajia, onion, retail",14 samples purchased from take-away outlets,0.086,0.214,0.224,3.11
15-211,"Nut cutlets, retail, fried in vegetable oil",Recipe from manufacturer,0.048,0.223,0.187,2.89
15-212,"Nut cutlets, retail, grilled",Recipe from manufacturer,0.051,0.13,0.199,2.12
15-214,"Nut roast, with egg",Recipe from review of recipe collection. Mixed nuts,0.133,0.247,0.169,3.38
15-215,Nut and rice roast,Recipe from review of recipe collection. Mixed nuts,0.12,0.226,0.252,3.46
15-216,"Nut and rice roast, with egg",Recipe from review of recipe collection. Mixed nuts,0.121,0.219,0.235,3.33
15-217,Nut and seed roast,Recipe from review of recipe collection. Mixed nuts and sunflower seeds,0.129,0.249,0.196,3.49
15-218,"Nut and seed roast, with egg",Recipe from review of recipe collection. Mixed nuts and sunflower seeds,0.13,0.239,0.181,3.35
15-219,Nut and vegetable roast,Recipe from review of recipe collection. Mixed nuts,0.111,0.219,0.196,3.14
15-280,"Rissoles, lentil, fried in vegetable oil",Recipe from review of recipe collection,0.089,0.105,0.22,2.11
15-221,"Nut, mushroom and rice roast",Recipe adapted from a recipe from Leeds Polytechnic,0.078,0.153,0.243,2.6
15-279,"Rissoles, lentil, fried in sunflower oil",Recipe from review of recipe collection,0.089,0.105,0.22,2.11
15-232,"Pakora/bhajia, vegetable, retail",Recipe from manufacturer,0.064,0.147,0.214,2.35
15-252,"Pizza, cheese and tomato, homemade","Recipe from Holland et al, 1991b",0.091,0.118,0.252,2.37
15-253,"Pizza, cheese and tomato, wholemeal, homemade",Recipe adapted from 15-252,0.1,0.121,0.21,2.28
15-255,"Pizza, tomato, homemade",Recipe from review of recipe collection,0.033,0.106,0.226,1.93
15-256,"Pizza, tomato, wholemeal, homemade",Recipe from review of recipe collection,0.042,0.108,0.191,1.85
15-259,"Potato, leek and celery bake",Recipe from dietary survey records,0.044,0.065,0.126,1.22
15-261,Potatoes with eggs,Greek dish. Fried potatoes with onion and egg. Recipe from a personal collection,0.078,0.238,0.191,3.16
15-262,Quorn korma,Quorn in korma curry sauce. Recipe from manufacturer,0.037,0.07,0.167,1.4
15-329,"Vegebanger mix, made up with water and egg, fried in vegetable oil",Calculated from 15-327 using 15% weight loss and measured fat uptake,0.181,0.182,0.122,2.81
15-220,"Nut and vegetable roast, with egg",Recipe from review of recipe collection. Mixed nuts,0.113,0.212,0.183,3.04
17-418,"Sweetcorn, dried",Calculated from raw sweetcorn,0.127,0.067,0.615,3.42
17-416,"Mushroom, dried",Calculated from raw mushroom,0.218,0.06,0.048,1.59
17-417,"Spinach, dried",Calculated from raw spinach,0.243,0.069,0.138,2.11
17-412,"Cabbage, dried",Calculated from raw cabbage,0.154,0.036,0.38,2.37
17-415,"Green beans, dried",Calculated from raw green beans,0.183,0.048,0.308,2.32
17-413,"Courgette, dried",Calculated from raw courgette,0.256,0.057,0.255,2.49
13-173,"Broccoli, green, frozen, boiled in unsalted water","LGC. 10 samples, 8 brands; boiled 4-10 minutes",0.033,0.009,0.025,0.31
13-164,"Beetroot, raw","IFR; top and root trimmed, peeled",0.017,0.001,0.076,0.36
13-165,"Beetroot, boiled in salted water",IFR.  As raw; boiled 45 minutes,0.023,0.001,0.095,0.46
13-166,"Beetroot, pickled, drained","LGC; 10 samples, 5 brands. Whole and sliced",0.012,0.002,0.056,0.28
13-167,"Breadfruit, raw",Literature sources,0.013,0.003,0.231,0.95
13-168,"Breadfruit, boiled in unsalted water",As raw,0.016,0.004,0.29,1.19
13-169,"Breadfruit, canned, drained",10 cans Highland Pride,0.006,0.002,0.164,0.66
13-170,"Broccoli, green, raw",IFR; tough stems removed,0.044,0.009,0.018,0.33
13-172,"Broccoli, green, boiled in unsalted water",Based on boiled in salted water,0.031,0.008,0.011,0.24
13-161,"Aubergine, raw",IFR; ends trimmed,0.009,0.004,0.022,0.15
13-174,"Broccoli, purple sprouting, raw",IFR; tough stems and coarse leaves removed,0.039,0.011,0.026,0.35
13-175,"Broccoli, purple sprouting, boiled in salted water",IFR. As raw; boiled 16 minutes,0.021,0.006,0.013,0.19
13-176,"Broccoli, purple sprouting, boiled in unsalted water",Based on boiled in salted water,0.021,0.006,0.013,0.19
13-177,"Brussels sprouts, raw","IFR; base trimmed, outer leaves removed",0.035,0.014,0.041,0.42
13-178,"Brussels sprouts, boiled in salted water",IFR. As raw; boiled 15 minutes,0.029,0.013,0.035,0.35
13-179,"Brussels sprouts, boiled in unsalted water",Based on boiled in salted water,0.029,0.013,0.035,0.35
13-182,"Brussels sprouts, canned, drained","LGC; 10 cans, 2 brands",0.026,0.01,0.024,0.28
13-187,"Cabbage, Chinese, raw","IFR; base trimmed, outer leaves removed",0.01,0.002,0.014,0.12
13-171,"Broccoli, green, boiled in salted water","IFR. As raw, cut into florets; boiled 15 minutes",0.031,0.008,0.011,0.24
13-150,"Amaranth leaves, boiled in unsalted water",Calculation from raw,0.03,0.003,0.003,0.16
13-188,"Cabbage, January King, raw",IFR; outer leaves and stem removed,0.018,0.004,0.039,0.25
50-785,"Mushrooms, common, fried in blended oil",Calculation from fried in corn oil,0.024,0.162,0.003,1.57
50-794,"Onions, fried in blended oil",Calculation from fried in corn oil,0.023,0.112,0.141,1.64
50-828,"Tomatoes, fried in blended oil",Calculation from fried in corn oil,0.007,0.077,0.05,0.91
13-145,"Ackee, canned, drained",8 cans,0.029,0.152,0.008,1.51
13-146,"Agar, dried",Literature sources. Ref. 10,0.013,0.012,0,0.16
13-147,"Agar, dried, soaked and drained",As dried,0.002,0.001,0,0.02
13-163,"Bamboo shoots, canned, drained",Analysis and literature sources,0.015,0.002,0.007,0.11
13-149,"Amaranth leaves, raw",Literature sources,0.035,0.003,0.003,0.18
13-162,"Aubergine, fried in corn oil",IFR. Sliced; shallow fried 10 minutes,0.012,0.319,0.028,3.02
13-151,"Arrowhead, raw","Refs. 4, 10",0.05,0.003,0.215,1.07
13-152,"Arrowhead, boiled in unsalted water",Calculation from raw,0.042,0.003,0.178,0.91
13-153,"Artichoke, globe, raw",Literature sources,0.028,0.002,0.027,0.18
13-154,"Artichoke, globe, boiled, weighed as served",Calculation from boiled in unsalted water,0.012,0.001,0.012,0.08
13-155,"Artichoke, globe, boiled in unsalted water",Base of leaves and heart; boiled 35 minutes,0.029,0.002,0.027,0.18
13-156,"Artichoke, Jerusalem, boiled in unsalted water",Flesh only; boiled 20 minutes,0.016,0.001,0.106,0.41
13-157,"Asparagus, raw",IFR; tough base of stems removed,0.029,0.006,0.02,0.25
13-160,"Asparagus, canned, re-heated, drained","LGC; 10 samples, 3 brands",0.034,0.005,0.015,0.24
13-148,"Alfalfa sprouts, raw",Analytical and literature sources,0.04,0.007,0.004,0.24
13-368,"Sweetcorn, kernels, raw",IFR; removed from cob,0.034,0.018,0.17,0.93
13-186,"Cabbage, frozen, boiled in unsalted water","LGC; 10 samples, 5 brands. Boiled 3-10 minutes",0.013,0.005,0.032,0.22
13-354,"Squash, acorn, baked",Ref. 4 and calculation from raw,0.011,0.001,0.126,0.56
13-355,"Squash, butternut, raw",Analytical and literature sources,0.011,0.001,0.083,0.36
13-356,"Squash, butternut, baked",As raw,0.009,0.001,0.074,0.32
13-357,"Squash, spaghetti, raw",Ref. 4 and analysis,0.006,0.006,0.046,0.26
13-358,"Squash, spaghetti, baked",As raw,0.007,0.003,0.043,0.23
13-359,"Swede, raw","IFR; flesh only, peeled thinly",0.007,0.003,0.05,0.24
13-360,"Swede, boiled in salted water",IFR. As raw; diced and boiled 22 minutes,0.003,0.001,0.023,0.11
13-361,"Swede, boiled in unsalted water",Based on boiled in salted water,0.003,0.001,0.023,0.11
13-363,"Sweet potato, baked",Literature sources and calculation from raw,0.016,0.004,0.279,1.15
13-365,"Sweet potato, steamed",Literature sources and calculation from raw,0.011,0.003,0.204,0.84
13-352,"Spring onions, bulbs and tops, raw",IFR; peeled bulb and leaves,0.02,0.005,0.03,0.23
13-367,"Sweetcorn, baby, canned, drained",Ref. Wu Leung et al. 1972,0.029,0.004,0.02,0.23
13-351,"Spring onions, bulbs only, raw",Peeled bulb only,0.009,0,0.085,0.35
13-369,"Sweetcorn, kernels, boiled in salted water","IFR. Boiled whole 19 minutes, kernels removed",0.042,0.023,0.196,1.11
13-370,"Sweetcorn, kernels, boiled in unsalted water",Based on boiled in salted water,0.042,0.023,0.196,1.11
13-372,"Sweetcorn, on-the-cob, whole, raw",Whole cob. Calcd. from kernels,0.02,0.01,0.099,0.54
13-373,"Sweetcorn, on-the-cob, whole, boiled in salted water",Whole cob. Calcd. from kernels,0.025,0.014,0.116,0.66
13-374,"Sweetcorn, on-the-cob, whole, boiled in unsalted water",Based on boiled in salted water,0.025,0.014,0.116,0.66
13-375,"Tannia, raw",Literature sources,0.013,0.004,0.245,1.07
13-376,"Taro, raw",Analysis and literature sources,0.014,0.002,0.262,1.06
13-377,"Taro, baked","Literature sources and calculation from raw, baked 30 minutes",0.017,0.002,0.324,1.3
13-378,"Taro, boiled in unsalted water","Literature sources, boiled 20 minutes",0.012,0.002,0.224,0.91
13-379,"Taro, steamed",Literature sources. Calculation from raw,0.013,0.002,0.245,0.99
13-380,"Taro leaves, raw",Literature sources,0.044,0.009,0.026,0.35
13-381,"Taro leaves, steamed",Ref. 4 and calculation from raw,0.024,0.005,0.014,0.19
13-366,"Sweetcorn, baby, fresh and frozen, boiled in salted water",LGC. 10 samples; boiled 5 minutes,0.025,0.004,0.027,0.24
13-333,"Rape leaves, raw","Refs. 3, 10",0.038,0.003,0.048,0.37
13-319,"Peppers, capsicum, green, boiled in salted water",IFR. As raw; sliced and boiled 15 minutes,0.01,0.005,0.026,0.18
13-320,"Peppers, capsicum, red, raw",IFR; stalk and seeds removed,0.01,0.004,0.064,0.32
13-321,"Peppers, capsicum, red, boiled in salted water",Calculation from raw,0.011,0.004,0.07,0.34
13-322,"Peppers, capsicum, yellow, raw",LGC; 6 samples. Stalk and seeds removed,0.012,0.002,0.053,0.26
13-323,"Plantain, raw",Literature sources. Green flesh,0.011,0.003,0.294,1.17
13-324,"Plantain, boiled in unsalted water",10 samples. Flesh only; boiled 30 minutes. And literature sources,0.008,0.002,0.285,1.12
13-325,"Plantain, ripe, fried in oil",8 samples,0.015,0.092,0.475,2.67
13-326,"Pumpkin, raw","IFR; flesh only, peeled thickly, seeds removed",0.007,0.002,0.022,0.13
13-327,"Pumpkin, boiled in salted water",IFR. As raw; boiled 15 minutes,0.006,0.003,0.021,0.13
13-329,"Raddiccio, raw",LGC; 3 samples. Outer leaves removed,0.014,0.002,0.017,0.14
13-330,"Radish, red, raw","IFR; ends trimmed, flesh and skin",0.007,0.002,0.019,0.12
13-353,"Squash, acorn, raw",Ref. 4 and literature sources,0.008,0.001,0.09,0.4
13-332,"Radish leaves, raw",Literature sources,0.035,0.005,0.035,0.33
13-389,"Turnip, raw","IFR; flesh only, peeled thinly",0.009,0.003,0.047,0.23
13-334,"Salsify, raw","IFR; ends trimmed, flesh only",0.013,0.003,0.102,0.27
13-335,"Salsify, boiled in salted water",IFR. As raw; boiled 22 minutes,0.011,0.004,0.086,0.23
13-337,"Seakale, boiled",Stem only; boiled 20 minutes,0.014,0,0.006,0.08
13-338,"Seaweed, Irish moss, raw",Ref. 4,0.015,0.002,0,0.08
13-339,"Seaweed, kombu, dried, raw",Analysis and literature sources,0.071,0.016,0,0.43
13-340,"Seaweed, nori, dried, raw",Analysis and literature sources,0.307,0.015,0,1.36
13-341,"Seaweed, wakame, dried, raw",Analysis and literature sources,0.124,0.024,0,0.71
13-342,"Shallots, raw",Literature sources,0.015,0.002,0.033,0.2
13-347,"Spinach, canned, drained",Literature sources,0.028,0.005,0.008,0.19
13-348,"Spring greens, raw",IFR; main ribs and stems removed,0.03,0.01,0.031,0.33
13-349,"Spring greens, boiled in salted water",IFR. As raw; boiled 12 minutes,0.019,0.007,0.016,0.2
13-350,"Spring greens, boiled in unsalted water",Based on boiled in salted water,0.019,0.007,0.016,0.2
13-331,"Radish, white/mooli, raw",Literature sources,0.008,0.001,0.029,0.15
13-462,"Watercress, raw",IFR; large stalks removed,0.03,0.01,0.004,0.22
13-449,"Carrots, young, boiled in unsalted water",IFR.  As raw; sliced and boiled 15 minutes,0.006,0.004,0.044,0.22
13-450,"Carrots, canned, re-heated, drained","LGC; 10 cans, 5 brands",0.005,0.003,0.042,0.2
13-451,"Celery, raw",IFR; stem only,0.005,0.002,0.009,0.07
13-452,"Leeks, boiled in unsalted water",IFR.  As raw; chopped and boiled 22 minutes,0.012,0.007,0.026,0.21
13-453,"Lettuce, average, raw",Average of 4 varieties,0.008,0.005,0.017,0.14
13-454,"Parsnip, boiled in unsalted water",LGC.  As raw; sliced and boiled 12 minutes,0.016,0.012,0.129,0.66
13-455,"Quorn, pieces, as purchased",Manufacturer's information Marlow Foods; pieces,0.141,0.032,0.019,0.92
13-456,"Spinach, raw",IFR; ribs and stems removed,0.028,0.008,0.016,0.25
13-457,"Spinach, boiled in unsalted water",IFR.  As raw; shredded,0.022,0.008,0.008,0.19
13-458,"Spinach, frozen, boiled in unsalted water","LGC; 10 samples, 8 brands.  Boiled 2-10 minutes",0.031,0.008,0.005,0.21
13-459,"Sweetcorn, kernels, canned, re-heated, drained","LGC; 10 samples, 5 brands",0.029,0.012,0.266,1.22
13-385,"Tomatoes, fried in corn oil",IFR. As raw; sliced and fried 10 minutes,0.007,0.077,0.05,0.91
13-461,"Tomatoes, canned, whole contents","LGC; 10 samples, 10 brands. Tomatoes and juice",0.01,0.001,0.03,0.16
13-446,"Carrots, old, raw","IFR; ends trimmed, peeled",0.006,0.003,0.079,0.35
13-463,"Sweet potato, raw","IFR; flesh only, yellow variety",0.012,0.003,0.213,0.87
13-464,"Sweet potato, boiled in salted water",IFR.  As raw; boiled 27 minutes,0.011,0.003,0.205,0.84
13-466,"Leeks, raw",IFR; trimmed and outer leaves removed,0.016,0.005,0.029,0.22
13-467,"Tomatoes, grilled",Calcd. from raw using water loss of 13%,0.008,0.003,0.035,0.2
13-468,"Cabbage, raw, average","Average of January King, Savoy, summer and white",0.017,0.004,0.041,0.26
13-469,"Asparagus, boiled, weighed as served",Calculation from boiled in salted water,0.016,0.004,0.007,0.13
13-470,"Brussels sprouts, frozen, boiled in salted water","LGC. 10 samples, 8 brands; boiled 5-10 minutes",0.035,0.013,0.025,0.35
13-471,"Cabbage, boiled in salted water, average","Average of January King, Savoy, summer and white",0.01,0.004,0.022,0.16
13-472,"Carrots, old, boiled in salted water",IFR.  As raw; sliced and boiled 12.5 minutes,0.006,0.004,0.049,0.24
13-473,"Carrots, young, boiled in salted water",IFR.  As raw; sliced and boiled 15 minutes,0.006,0.004,0.044,0.22
13-474,"Leeks, boiled in salted water",IFR.  As raw; chopped and boiled 22 minutes,0.012,0.007,0.026,0.21
13-477,"Parsnip, boiled in salted water",LGC.  As raw; sliced and boiled 12 minutes,0.016,0.012,0.129,0.66
13-460,"Tomatoes, raw","IFR; flesh, skin and seeds",0.007,0.003,0.031,0.17
13-414,"Courgette, fried in butter",,0.026,0.048,0.026,0.63
13-316,"Peppers, capsicum, chilli, green, raw","Refs. Cashel et al. 1989, Gopalan et al. 1980",0.029,0.006,0.007,0.2
13-390,"Turnip, boiled in salted water",IFR. As raw; diced and boiled 19 minutes,0.006,0.002,0.02,0.12
13-391,"Turnip, boiled in unsalted water","IFR. As raw; diced and boiled 19 minutes, based on boiled in salted water",0.006,0.002,0.02,0.12
13-392,"Turnip tops, boiled in unsalted water",Leaves; boiled 20 minutes,0.027,0,0.002,0.13
13-393,"Vine leaves, preserved in brine","LGC; 5 samples, 2 brands. Soaked to remove brine",0.036,0,0.002,0.15
13-394,"Water chestnuts, raw",Literature sources,0.014,0.002,0.104,0.46
13-395,"Water chestnuts, canned, drained","Refs. 4, 10",0.009,0,0.074,0.31
13-397,"Yam, raw",IFR; flesh only,0.015,0.003,0.282,1.14
13-398,"Yam, baked",Literature sources and calculation from raw; baked 30 minutes,0.021,0.004,0.375,1.53
